signed_motif_type,intensity,coherence,intensity_random_mean,intensity_random_std,intensity_z_score
210++-+-,342.8215415727803,77.34689581306317,363.0322071145934,34.186574552502016,-0.5911872074452675
210++--+,432.7958290442807,93.18997230684613,345.8915653301111,40.078042047224734,2.1683759803377773
210++---,3.015002961667119,0.9937001035499542,2.5557296927885287,3.8208275403774974,0.12020256450339917
210+-+++,3481.850527911063,1018.6476064416893,4925.059509876379,165.91240668784798,-8.69862001749277
210+-++-,291.1022461271955,66.6073753076524,347.65911725199845,40.642726473918025,-1.3915619357155493
210+-+-+,323.16131874263374,74.52042218521697,368.209424299359,34.43285736107917,-1.3082883329817678
210+-+--,2.908221375958178,0.9988956626881305,0.8891273316412038,1.4329600315023834,1.4090372375564864
210+--++,27.48789973359318,8.95227014993538,31.726263767599413,13.667672443960242,-0.31010137617683164
210+--+-,0.0,0.0,1.3504057488330514,1.7567163089842996,-0.7687102020552372
210+---+,0.0,0.0,3.315014455848762,3.228219194777936,-1.0268864212229543
210+----,0.0,0.0,0.0,1.2000000000000002,0.0
210-++++,2721.4175700949104,812.3823669417083,5069.4844165232735,88.83556632280388,-26.431607785288804
210-+++-,316.65497885447934,73.56663591551941,353.10964697645744,36.988652532636245,-0.9855635614142204
210-++-+,356.3902876684115,87.04488494747743,347.67861335571223,44.30674777757094,0.19662184090860507
210-++--,0.0,0.0,2.04019792966396,1.7800184610179153,-1.146166724864898
210-+-++,423.82553956384265,95.99595617977623,378.6895922577129,38.96895446143605,1.1582539980844653
210-+-+-,36.49102360467943,7.636269941103266,25.817628386913576,12.994321585566322,0.8213891850746189
210-+--+,43.394282111720166,8.267537355095536,25.68273839953003,13.79527493375752,1.2838847936875377
210-+---,0.0,0.0,0.3218503600356245,1.0177802034578054,-0.31622776601683783
210--+++,361.0289559101932,80.75716061819534,375.0661319132823,40.48058152426572,-0.3467632003921344
210--++-,20.9474260915714,4.707457328467768,27.49579839854555,13.373543698542862,-0.48965124387245523
210--+-+,44.192153839930775,9.322440640101782,20.99757377537659,8.600734761786406,2.6968137847488487
210--+--,0.0,0.0,0.34848712826378503,1.1020130605648002,-0.3162277660168379
210---++,0.0,0.0,1.6639114671180444,1.777141262246079,-0.9362854278759323
210---+-,0.0,0.0,0.3666553359660699,1.1594659779070347,-0.31622776601683794
210----+,0.0,0.0,0.0,1.2000000000000002,0.0
210-----,0.0,0.0,0.0,1.2000000000000002,0.0
300++++++,7184.1975627127595,2164.5342334814727,6112.524051341881,125.38715316698129,8.546916365057776
300+++++-,1701.7996287684075,509.3578680006396,2648.6858498393485,92.20571902149311,-10.269278642577715
300++++--,6.062113675619889,1.9920329413747417,9.257597790026596,4.350818471646247,-0.7344558581865198
300+++-+-,232.03525258975267,54.8445039677356,182.4290808724714,28.017030739417983,1.770572055927715
300+++--+,97.20382210022991,21.036032270398366,97.05739909738963,19.203184444642936,0.007624933419890512
300+++---,0.0,0.0,1.356775177423565,2.407535369710825,-0.5635535803515654
300++-++-,142.3527166062499,33.654481679337316,92.83708256195368,13.021819713555027,3.80251263905559
300++-+--,0.0,0.0,2.19540489766118,2.085052181307428,-1.0529256377097267
300++----,0.0,0.0,0.0,1.2000000000000002,0.0
300+-+-+-,4.954109459071078,0.9280782098953491,6.24746488525071,6.234591058543184,-0.20744831762579888
300+-+--+,10.178271511693811,2.96049033353034,11.383770705513204,7.574342458129172,-0.15915562314265166
300+-+---,0.0,0.0,0.4069061797128358,1.2867503218903606,-0.3162277660168379
300+--+--,0.0,0.0,0.34086973754161715,1.0779247560553147,-0.31622776601683794
300+----+,0.0,0.0,0.0,1.2000000000000002,0.0
300+-----,0.0,0.0,0.0,1.2000000000000002,0.0
300------,0.0,0.0,0.0,1.2000000000000002,0.0
