signed_motif_type,intensity,coherence,intensity_random_mean,intensity_random_std,intensity_z_score
021D++,208581.09655765787,57130.617951772685,212446.83416631748,814.5586813990906,-4.7458061609751585
021D+-,24218.015429228595,5823.59657382731,22895.162058532063,315.77849948066375,4.189181254810335
021D--,912.8751212973478,173.71846999938606,616.9613767525525,70.08731250635003,4.222072925366985
021U++,209610.96908733697,57366.576944203545,212492.96452629985,390.1155864304477,-7.387542408477197
021U+-,23211.30438996571,5491.9410943926005,22616.414781518997,500.62465996466346,1.1882946566969006
021U--,1524.284943175157,265.91988226112295,590.6744043971437,49.474210117889186,18.870650719907758
021C++,424226.78968886024,116058.3508172809,423639.93688076816,981.7251788546714,0.5977770772638548
021C+-,24028.573165757833,5736.063251430235,22872.79453025915,309.0881687593351,3.7393169726875066
021C-+,23043.581843821932,5436.554110978457,22645.184962691565,493.0976280537452,0.8079472673653669
021C--,2097.629485139785,391.65119774491603,1224.456809759628,90.89849608582857,9.606018943984358
111D+++,216722.73451237258,59534.57725426066,217636.2322991155,569.2223900944682,-1.6048170322170952
111D++-,12746.862614856234,3045.2193727751533,12979.277680457464,271.9101432698676,-0.854749524259419
111D+-+,13119.267937199673,3175.7025135593617,12927.157578332699,250.91014271352876,0.7656540177664789
111D+--,196.92741655930197,63.19813382664421,205.77993113780417,25.2007510395407,-0.35127979180510716
111D-++,11259.415785423793,2830.770164096426,11168.881240974722,259.05319697306425,0.34948244417336394
111D-+-,1390.8279856288236,273.9221284762755,641.8515259836105,50.68567707552077,14.776885756685292
111D--+,1070.1586878975622,207.53380554642573,646.6433928204333,45.09741966146106,9.391120340285294
111D---,12.784775702470245,3.888435377199694,12.241935462269915,6.663763528411936,0.08146151013400334
111U+++,217859.257555891,59866.96284332537,219204.20956178158,602.9897130481074,-2.2304725549824993
111U++-,12959.78353103969,3104.121927803206,13215.916719594006,293.5751850181359,-0.8724619846139036
111U+-+,13715.602313932826,3275.558370875837,13141.737405657219,176.76465982883533,3.24649117550585
111U+--,190.37994256293092,61.32822981055168,204.46789365439201,14.611389377484326,-0.9641760086942975
111U-++,12399.62347230778,3117.270363298217,11473.761795384384,375.39584878455986,2.4663609891295017
111U-+-,1071.388984955518,217.89443704066494,659.8905708789182,53.530614436648875,7.687160298964812
111U--+,1199.4600153008355,241.62761090559187,690.294820614382,52.96547184947981,9.613153190316648
111U---,8.892715357991626,2.9948370532795874,10.070220395771926,3.635428397042597,-0.32389718877098345
030T+++,221286.11459980186,61061.184774706984,213514.47908379548,670.4429897734959,11.591791747471282
030T++-,7725.190818731113,2058.932210085381,11084.400650331288,199.94009179303967,-16.801081771420478
030T+-+,7577.441158527493,2021.0323766319823,11132.053682162452,84.16738168507506,-42.232661305006225
030T+--,1097.6855670965563,225.98965656660414,541.770545332333,27.103349430200957,20.51093438454413
030T-++,8000.811020121465,2131.209047827197,11074.058071512674,203.27624155047158,-15.11857474316865
030T-+-,774.4597165907385,157.9994694705528,575.9840492888898,56.25301100093615,3.5282674432937595
030T--+,835.0741320844622,167.82223493774026,572.0595623300372,39.31537133054851,6.68986609698023
030T---,56.205156257665905,11.20350329428579,33.03586894622528,12.522127132770834,1.8502676953986366
030C+++,72160.137262284,19913.6610533212,70858.03196625508,409.2208556365146,3.181913331380897
030C++-,7804.166717987262,2068.3131611919216,10977.916868026961,235.55924950315358,-13.473256332467685
030C+--,766.3118935915624,157.54031626399322,563.5087224185277,52.050556076329556,3.896272901976953
030C---,19.020650814915456,3.7562268129281846,9.409515039156046,6.521335807866474,1.4737986294411969
201++++,57772.39390999728,15832.960768630976,59127.886990785795,238.68493140362838,-5.679005678394962
201+++-,6698.352986450516,1665.692306764496,6924.683966652224,170.55433411328167,-1.3270315373596964
201++-+,7036.526784727505,1747.320789479546,6833.6143294511785,270.99153361976545,0.7487778402739257
201++--,124.0242999250922,38.41955208086815,111.31968796802195,26.552927486203505,0.47846370098631735
201+-+-,286.3032083275537,57.77765042620118,194.41463056986757,23.575053560913556,3.897703880937667
201+--+,510.6296076439608,108.4260959309136,410.0420571571106,28.334339206117242,3.55002280995965
201+---,6.0155042857162275,1.9949071325684906,7.989122856899195,3.2525473003938012,-0.6067916586313786
201-+-+,432.581794490738,97.82377018599988,192.29345014245624,25.803105958566217,9.312380638754455
201-+--,3.8688737121480234,0.9428490067607209,6.186868824157261,4.015073630704298,-0.5773231888658117
201----,0.0,0.0,0.0,1.2000000000000002,0.0
120D++++,58668.57594570365,16141.252106917253,55772.87838477107,462.6702300588465,6.2586641041596165
120D+++-,5190.742588166802,1356.1388079761402,6576.97236851468,86.06959600521998,-16.105917126226608
120D++--,59.568623445941235,18.748007851575633,62.684828042915036,9.153873089092688,-0.34042471057272145
120D+-++,3852.1762548401293,1031.4268961582543,5584.9657627101615,103.92986528966289,-16.672681168599375
120D+-+-,382.3078416882852,83.3762229283498,348.16078961876985,45.72404267203843,0.7468073703464815
120D+--+,548.3871069139943,116.99893504230415,339.88180115673197,54.37961187954698,3.8342551289095255
120D+---,3.2071920463054613,0.969950825051589,8.853465455466353,4.339037046196654,-1.3012733814084587
120D--++,219.14766891916153,47.22319347871146,135.65260097729862,32.517665252844886,2.5676833589569643
120D--+-,18.403324609845484,3.682250031215693,16.92876182232533,8.187133840902732,0.18010732646793573
120D----,0.0,0.0,0.0,1.2000000000000002,0.0
120U++++,59399.626514860895,16356.526548966818,56771.15552273854,307.66134486444827,8.54339043886201
120U+++-,5301.731876914686,1356.8339601583175,6527.245837429096,170.49012926310655,-7.188181308861306
120U++--,37.67406988418176,11.879669425657811,48.36934401945773,13.296543727697836,-0.8043649804269659
120U+-++,4030.780997776634,1094.1022198906387,5854.4521694393225,180.17644420148397,-10.121584870569158
120U+-+-,407.6480177423609,87.38371488043592,321.883500677896,40.696141465297146,2.10743608549717
120U+--+,359.8223054052632,79.06678230992232,323.52300762033036,50.181116726166294,0.7233656832113708
120U+---,5.896739538955687,1.9923236729779648,3.1344493604145636,3.5366495171385086,0.7810471931570091
120U--++,288.1355093681513,63.363015663506495,139.6902248494454,33.84249759243369,4.386357245450302
